username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta,foto_perfil,categoria,nome_completo,conta_comercial,destaque_stories,posts_recentes,engajamento_medio
sophia.andradec,,False,,0,fazendeeira.csv,2025-08-02,1,sophia.andradec 3 3 261 261 481 481 Sophia Andrade Agronomia - ufra Sophia Andrade Agronomia - ufra,3,3,261,,False,Pública,0,,,False,0,0,0
flaviodifernandes1494,,False,,0,fazendeeira.csv,2025-08-02,1,flaviodifernandes1494 168 168 2.766 2.766 917 917 Fʅáʋισ Dι Fҽɾɳαɳԃҽʂ 🚔 Policial Militar UFCG ⚙️🌱 Pai da mais linda do universo👧 Laura 🐴 Duke Jet Bars Vaquejada na veia Fʅáʋισ Dι Fҽɾɳαɳԃҽʂ 🚔 Policial Militar UFCG ⚙️🌱 Pai da mais linda do universo👧 Laura 🐴 Duke Jet Bars Vaquejada na veia,168,168,2766,,False,Pública,0,,,False,0,0,0
_claaramello,,False,,0,fazendeeira.csv,2025-08-02,1,_claaramello 1 1 485 485 189 189 Clara Mello 🎀|¹¹¹ Clara Mello 🎀|¹¹¹ ㅤ ㅤ ㅤ,1,1,485,,False,Pública,0,,,False,0,0,0
_ssilvazx78,,False,,0,fazendeeira.csv,2025-08-02,1,_ssilvazx78 0 0 698 698 1.334 1.334 𝐭𝐡𝐚𝐥_𝐢𝐬𝐨𝐧78🪶 -𝐌𝐆🔺,0,0,698,https://www.threads.com/@_ssilvazx78?xmt=AQF05JRQh6zXnGfhCNjG4JDpEw-Ua8w0DmWblXHh84t6io0,False,Pública,0,,,False,0,0,0
fazendaminasgeraisofc,,False,,0,fazendeeira.csv,2025-08-02,1,fazendaminasgeraisofc 15 15 33 33 9 9 Fazenda Minas Gerais Fazenda,15,15,33,https://www.threads.com/@fazendaminasgeraisofc?xmt=AQF0-mt3Fg72YByiGtyilzgxELt2qvJB7n45-56slsxqwt4,False,Pública,0,,,False,0,0,0
lauany_buenoferreira,,False,,0,fazendeeira.csv,2025-08-02,1,lauany_buenoferreira 4 4 335 335 331 331 lauany prefiro me arrepender das coisas que fiz do que me arrepender das coisas que não fiz ☀️🐎❤️ lauany prefiro me arrepender das coisas que fiz do que me arrepender das coisas que não fiz ☀️🐎❤️,4,4,335,,False,Pública,0,,,False,0,0,0
luizgomcalo,,False,,0,fazendeeira.csv,2025-08-02,1,luizgomcalo 2 2 106 106 322 322 luiz gomçalo,2,2,106,,False,Pública,0,,,False,0,0,0
jet_erv,,False,,0,fazendeeira.csv,2025-08-02,2,jet_erv 12 12 102 102 1.587 1.587 Jetervilho Solteiro 💬🍻 Apaixonado por aventuras 😂 Depois do mágico sou eu raiz de viver modernidade e satisfação em conhecer... mais Solteiro 💬🍻 Apaixonado por aventuras 😂 Depois do mágico sou eu raiz de viver modernidade e satisfação em conhecer ... mais mais gmail.com,12,12,102,,False,Pública,0,,,False,0,0,0
keli_e_danilo,,False,,0,fazendeeira.csv,2025-08-02,1,keli_e_danilo 5 5 766 766 2.823 2.823 Keli Cristina Deus Obrigada por tudo ❤🙏❤ Keli Cristina Deus Obrigada por tudo ❤🙏❤,5,5,766,,False,Pública,0,,,False,0,0,0
josidias_nails,,False,,0,fazendeeira.csv,2025-08-02,1,josidias_nails 225 225 904 904 3.607 3.607 Josivane Dias Empreendedor(a) ... mais mais bit.ly/3y6oqSE Familia❤️ Meu sertão Familia❤️ Meu sertão,225,225,904,,False,Pública,0,,,False,0,0,0
marcosbianchetto,,False,,0,fazendeeira.csv,2025-08-02,1,marcosbianchetto 53 53 1.539 1.539 648 648 Marcos Bianchetto ✌🏻 ☢️ 🌚 ✌🏻 ☢️ 🌚,53,53,1539,https://www.threads.com/@marcosbianchetto?xmt=AQF0yhNeGd-kZ4CjxuVhFQzg1rg-OGAnwMyRw3N5FWumIXo,False,Pública,0,,,False,0,0,0
lucaoliveira9196,,False,,0,fazendeeira.csv,2025-08-02,2,lucaoliveira9196 86 86 2.677 2.677 7.498 7.498 Genivaldo c Empreendedor(a) Destaques Destaques Destaques Destaques Destaques,86,86,2677,https://www.threads.com/@lucaoliveira9196?xmt=AQF0DnnGwurY3Ien_aLgSL2FwKmL5G9BnPR05UXFqBSv7Fw,False,Pública,0,,,False,0,0,0
bonfimdavila,,False,,0,fazendeeira.csv,2025-08-02,1,bonfimdavila 384 384 6.822 6.822 7.010 7.010 Dávila Martins Blog pessoal 🎓Pedagoga 🎓Professora ✨️Cursando Neuropedagogia O Senhor é o meu pastor e nada me faltará. Dávila Martins Blog pessoal 🎓Pedagoga 🎓Professora ✨️Cursando Neuropedagogia O Senhor é o meu pastor e nada me faltará. Destaques Destaques 22 anos Destaques 22 anos,384,384,6822,,False,Pública,0,,,False,0,0,0
raphaellopescarvalh,,False,,0,fazendeeira.csv,2025-08-02,1,raphaellopescarvalh 1 1 1.410 1.410 1.151 1.151 Raphael Lopes Carvalho ⏹ Deus ⏹ Barra do Garças MT⚖️🗡️Direito🗡️⚖️ ⏹ Montar touros & BJJ ⏹ Leões não se associam à hienas💀⚡️ Raphael Lopes Carvalho ⏹ Deus ⏹ Barra do Garças MT⚖️🗡️Direito🗡️⚖️ ⏹ Montar touros & BJJ ⏹ Leões não se associam à hienas💀⚡️,1,1,1410,,False,Pública,0,,,False,0,0,0
carlovsk1,,False,,0,fazendeeira.csv,2025-08-02,1,carlovsk1 8 8 693 693 3.288 3.288 Carlos Daniel,8,8,693,,False,Pública,0,,,False,0,0,0
dudedonascimento2023,,False,,0,fazendeeira.csv,2025-08-02,1,dudedonascimento2023 54 54 183 183 3 3,54,54,183,,False,Pública,0,,,False,0,0,0
naihanateixeira,,False,,0,fazendeeira.csv,2025-08-02,1,"naihanateixeira 2.240 2.240 95,4 mil 95,4 mil 2.203 2.203 Naihana Teixeira 🌻 Escritor(a) ... mais mais linktr.ee/naihanatei Terapia ❤️ Youtube ❤️ Livro ❤️ Agendas ❤️ Terapia ❤️ Youtube ❤️ Livro ❤️ Agendas ❤️",2240,2240,95400,https://www.threads.com/@naihanateixeira?xmt=AQF0XGFtmaGQJBoAiO2KpkxgwJba7LK5Aqk2Z8XrB3Wg9zQ,False,Pública,0,,,False,0,0,0
daliavsgustavo,,False,,0,fazendeeira.csv,2025-08-02,1,daliavsgustavo 144 144 1.281 1.281 1.004 1.004 Rezende Gustavo,144,144,1281,,False,Pública,0,,,False,0,0,0
alves_dcauane,,False,,0,fazendeeira.csv,2025-08-02,1,"alves_dcauane 52 52 3.096 3.096 1.160 1.160 Alves,dc",52,52,3096,https://www.threads.com/@alves_dcauane?xmt=AQF0W_dhhrAwfNnmSXWgMOHd_i7n0BNHVipZ13rhzgMR-e0,False,Pública,0,,,False,0,0,0
herica_geovana,,False,,0,fazendeeira.csv,2025-08-02,2,herica_geovana 2 2 1.077 1.077 1.583 1.583 Herica,2,2,1077,,False,Pública,0,,,False,0,0,0
_eribertto,,False,,0,fazendeeira.csv,2025-08-02,1,_eribertto 0 0 667 667 121 121 Berguizin🤬,0,0,667,,False,Pública,0,,,False,0,0,0
camy_costah,,False,,0,fazendeeira.csv,2025-08-02,1,"camy_costah 17 17 12,1 mil 12,1 mil 3.019 3.019 Camila Silva ❣️ 👭 💗 ❣️ 👭 💗",17,17,12100,https://www.threads.com/@camy_costah?xmt=AQF01biHWvN2tR2imcnAddrWcBYp0r0XffLlue-2wD74V6o,False,Pública,0,,,False,0,0,0
sabrinachavesf_oficial,,False,,0,fazendeeira.csv,2025-08-02,1,,393,393,10800,,False,Erro inesperado,0,,,False,0,0,0
96_alvess,,False,,0,fazendeeira.csv,2025-08-02,1,,1050,1050,2066,,False,Erro inesperado,0,,,False,0,0,0
hey_jeniffer_,,False,,0,fazendeeira.csv,2025-08-02,1,hey_jeniffer_ 10 10 2.689 2.689 722 722 𝐣𝐞𝐧𝐢𝐟𝐟𝐞𝐫,10,10,2689,,False,Pública,0,,,False,0,0,0
lara.llim4,,False,,0,fazendeeira.csv,2025-08-02,1,lara.llim4 1 1 257 257 242 242 Lara Cristina MG 🎀 Lara Cristina MG 🎀 . . .,1,1,257,,False,Pública,0,,,False,0,0,0
dixdajhu__,,False,,0,fazendeeira.csv,2025-08-02,1,0 0 69 69 70 70,0,0,69,,False,Pública,0,,,False,0,0,0
eu_estefanesousa,,False,,0,fazendeeira.csv,2025-08-02,1,eu_estefanesousa 14 14 343 343 346 346 Stefhany Sousa,14,14,343,,False,Pública,0,,,False,0,0,0
dalilla_souzahh,,False,,0,fazendeeira.csv,2025-08-02,1,,5,5,989,,False,Erro inesperado,0,,,False,0,0,0
_ana_paula_.ofc_,,False,,0,fazendeeira.csv,2025-08-02,1,_ana_paula_.ofc_ 8 8 79 79 79 Ana__Paula 💍❤️ GO📍 Ana__Paula 💍❤️ GO📍,8,8,79,,False,Pública,0,,,False,0,0,0
aninh_a137423,,False,,0,fazendeeira.csv,2025-08-02,1,aninh_a137423 10 10 731 731 325 325 Ana Negrisoli ✨,10,10,731,https://www.threads.com/@aninh_a137423?xmt=AQF0Pj2q6UudPYwJMLs6MzDVVBnWsb5XHlYlvv2p0AiNCmg,False,Pública,0,,,False,0,0,0
laura.kaminsk,,False,,0,fazendeeira.csv,2025-08-02,1,laura.kaminsk 0 0 383 383 322 322 Laura De Lira Machado,0,0,383,,False,Pública,0,,,False,0,0,0
mariaangela6259,,False,,0,fazendeeira.csv,2025-08-02,1,mariaangela6259 0 0 4 4 13 13 Maria Ângela,0,0,4,,False,Pública,0,,,False,0,0,0
fernandonoturno,,False,,0,fazendeeira.csv,2025-08-02,1,"fernandonoturno 53 53 3.196 3.196 1.638 1.638 Fernando Carvalho Se nada mudar, mude você...☺️ Trindade, Goiás uai, 🇧🇷 Capricórnio ♑ 062991898040📲 Pa... mais Se nada mudar, mude você...☺️ Trindade, Goiás uai, 🇧🇷 Capricórnio ♑ 062991898040📲 Pa ... mais mais Fernando Carvalho e mais 1 Maranhão 🌤️ Maria Júlia ❤️🍃 meu xuxu❤️🍃 Maranhão 🌤️ Maria Júlia ❤️🍃 meu xuxu❤️🍃",53,53,3196,https://www.threads.com/@fernandonoturno?xmt=AQF0J2XMf78qT-wGtJj689J9lplUlkw6L_Dl0N9wnk0Ra_U,False,Pública,0,,,False,0,0,0
vit.orhugo03,,False,,0,fazendeeira.csv,2025-08-02,1,vit.orhugo03 9 9 489 489 412 412 Victor Hugo Saf📍 Cristão ✝️ mateus 4.4 meus amigos meu amorzinho meus amigos meu amorzinho,9,9,489,https://www.threads.com/@vit.orhugo03?xmt=AQF0VQPup4GkEVqT72-AUqQqr4iH79AnF-LBd2SZZ9C6qJs,False,Pública,0,,,False,0,0,0
m_castillo_15,,False,,0,fazendeeira.csv,2025-08-02,1,m_castillo_15 22 22 1.100 1.100 2.372 2.372 Misael Castillo ... mais mais ⚾ 🤠 AgroB&B🚜🌽🐂 me 🤟🏻 TBT's🤙🏻🤍 ⚾ 🤠 AgroB&B🚜🌽🐂 me 🤟🏻 TBT's🤙🏻🤍,22,22,1100,,False,Pública,0,,,False,0,0,0
lucaas_aamorim,,False,,0,fazendeeira.csv,2025-08-02,1,lucaas_aamorim 0 0 154 154 271 271 Lucas amorim canarana-MT,0,0,154,https://www.threads.com/@lucaas_aamorim?xmt=AQF0o0WHFKNeWJ-ieQoncSpWLscA_5lCIayivMWdaZHbBfY,False,Pública,0,,,False,0,0,0
eduardowebler,,False,,0,fazendeeira.csv,2025-08-02,1,eduardowebler 15 15 3.794 3.794 7.500 7.500 Eduardo Webler Schein,15,15,3794,https://www.threads.com/@eduardowebler?xmt=AQF0cdDr3xiW48m6KemxXcIv7DSCK-cERfM8Asjz8sWOytA,False,Pública,0,,,False,0,0,0
neusiane_31,,False,,0,fazendeeira.csv,2025-08-02,2,neusiane_31 0 0 3.476 3.476 1.185 1.185 Neusa Altenhofen  Blog pessoal 🦋 Neusa Altenhofen  Blog pessoal 🦋 💕 💚 minha juju 💓🫶 💕 💚 minha juju 💓🫶,0,0,3476,,False,Pública,0,,,False,0,0,0
emillyycastilhoo,,False,,0,fazendeeira.csv,2025-08-02,1,emillyycastilhoo 1 1 655 655 536 536 Emilly Castilho,1,1,655,,False,Pública,0,,,False,0,0,0
ander__prody,,False,,0,fazendeeira.csv,2025-08-02,1,ander__prody 8 8 312 312 1.685 1.685 Anderson Alves vamos viver nossos sonhos temos tão pouco tempo...,8,8,312,https://www.threads.com/@ander__prody?xmt=AQF0dpbg7sacQikR7WS7E3rV4OVn1zmlXXFDEp2HfBsro_k,False,Pública,0,,,False,0,0,0
iza_melanie_,,False,,0,fazendeeira.csv,2025-08-02,1,iza_melanie_ 12 12 672 672 403 403 Yzadora🦋 •|SC🏡 •|Mãe/empresária/modelo🎀 •| 20 Anos.✨ •| Jade Aurora~ Maitê Luna 🩷💜 Yzadora🦋 •|SC🏡 •|Mãe/empresária/modelo🎀 •| 20 Anos.✨ •| Jade Aurora~ Maitê Luna 🩷💜 🏡🙏🏼 SC ❤️ Bahia✈️ 21 aninhos🌷 parcerias Jade Aurora🩷 Yza🦋 Piranhas✈️ Alagoas✈️ recebidos✨ RJ✈️ Palmas✈️ SP✈️ Meses~ J.A🩷 🏡🙏🏼 SC ❤️ Bahia✈️ 21 aninhos🌷 parcerias Jade Aurora🩷 Yza🦋 Piranhas✈️ Alagoas✈️ recebidos✨ RJ✈️ Palmas✈️ SP✈️ Meses~ J.A🩷,12,12,672,,False,Pública,0,,,False,0,0,0
iara_ataluana_cardoso,,False,,0,fazendeeira.csv,2025-08-02,1,"iara_ataluana_cardoso 5 5 352 352 290 290 @iaraataluana Amar a Deus acima de todas as coisas! Família 💕 ""...porque todos os que são guiados pelo Espírito de Deus são filhos... mais Amar a Deus acima de todas as coisas! Família 💕 ""...porque todos os que são guiados pelo Espírito de Deus são filhos ... mais mais família",5,5,352,https://www.threads.com/@iara_ataluana_cardoso?xmt=AQF08iyIFleQrz31hR0TvmTj5k2ucdfyaVjrmqWcxBE_550,False,Pública,0,,,False,0,0,0
jessica_bbarcelos,,False,,0,fazendeeira.csv,2025-08-02,1,jessica_bbarcelos 6 6 799 799 957 957 Jéssica Borges Barcelos 🍂,6,6,799,,False,Pública,0,,,False,0,0,0
fabianofoech,,False,,0,fazendeeira.csv,2025-08-02,1,fabianofoech 46 46 653 653 6.107 6.107 Fabiano Foech,46,46,653,https://www.threads.com/@fabianofoech?xmt=AQF0LcUnxePv-WKqKrYNFXS1Q2KGZ2xyli8fE8PoaBlzXXs,False,Pública,0,,,False,0,0,0
josilva1770,,False,,0,fazendeeira.csv,2025-08-02,1,josilva1770 74 74 497 497 3.299 3.299 Jose Silva Destaques Destaques Destaques Destaques Destaques Destaques Destaques Destaques Destaques,74,74,497,,False,Pública,0,,,False,0,0,0
gaby_lb15,,False,,0,fazendeeira.csv,2025-08-02,1,"gaby_lb15 14 14 629 629 5.387 5.387 𝑮𝒂𝒃𝒓𝒊𝒆𝒍𝒍𝒚 •2007 | Cristã 🫀 𝑱á 𝒏ã𝒐 𝒗𝒊𝒗𝒐 𝒆𝒖, 𝒎𝒂𝒔 𝑪𝒓𝒊𝒔𝒕𝒐 𝒗𝒊𝒗𝒆 𝒆𝒎 𝒎𝒊𝒎 💍 𝑮𝒂𝒃𝒓𝒊𝒆𝒍𝒍𝒚 •2007 | Cristã 🫀 𝑱á 𝒏ã𝒐 𝒗𝒊𝒗𝒐 𝒆𝒖, 𝒎𝒂𝒔 𝑪𝒓𝒊𝒔𝒕𝒐 𝒗𝒊𝒗𝒆 𝒆𝒎 𝒎𝒊𝒎 💍",14,14,629,,False,Pública,0,,,False,0,0,0
marinamendonca40,,False,,0,fazendeeira.csv,2025-08-02,1,marinamendonca40 13 13 1.223 1.223 5.053 5.053 marina Mendonça 💫,13,13,1223,,False,Pública,0,,,False,0,0,0
wpv.duda,,False,,0,fazendeeira.csv,2025-08-02,1,"wpv.duda 9 9 1.580 1.580 1.566 1.566 duda 💋 💍 ""When you tie someone too tightly, they either get hurt when they let go, or they're stuck forever.""🫀🪢✨",9,9,1580,https://www.threads.com/@wpv.duda?xmt=AQF07M_kSX8CCmJhyXJ_lyT-cj3xQ8ZLLoH3yM2KqiMfPdQ,False,Pública,0,,,False,0,0,0
_luamiranda0_,,False,,0,fazendeeira.csv,2025-08-02,1,_luamiranda0_ 4 4 1.642 1.642 677 677 𝙇𝙪𝙖𝙣𝙖 𝙈𝙞𝙧𝙖𝙣𝙙𝙖🌸 🕊 • 🦋• ✨️ • 𝑇𝑢𝑑𝑜 𝑝𝑎𝑠𝑠𝑎 𝑚𝑎𝑠 𝐷𝑒𝑢𝑠 𝑝𝑒𝑟𝑚𝑎𝑛𝑒𝑐𝑒⏳️🙏🏽 𝙇𝙪𝙖𝙣𝙖 𝙈𝙞𝙧𝙖𝙣𝙙𝙖🌸 🕊 • 🦋• ✨️ • 𝑇𝑢𝑑𝑜 𝑝𝑎𝑠𝑠𝑎 𝑚𝑎𝑠 𝐷𝑒𝑢𝑠 𝑝𝑒𝑟𝑚𝑎𝑛𝑒𝑐𝑒⏳️🙏🏽,4,4,1642,,False,Pública,0,,,False,0,0,0
manoel.dlc,,False,,0,fazendeeira.csv,2025-08-02,1,"manoel.dlc 31 31 1.557 1.557 3.003 3.003 Manoel D'La Cruz O que passou, passou, não volta mais. O foco é andar pra frente Manoel D'La Cruz O que passou, passou, não volta mais. O foco é andar pra frente",31,31,1557,,False,Pública,0,,,False,0,0,0
kassyathays_la,,False,,0,fazendeeira.csv,2025-08-02,1,,683,683,3075,,False,Erro inesperado,0,,,False,0,0,0
fagcamila_,,False,,0,fazendeeira.csv,2025-08-02,1,,368,368,2978,,False,Erro inesperado,0,,,False,0,0,0
sosonu5731,,False,,0,fazendeeira.csv,2025-08-02,1,sosonu5731 13 13 194 194 490 490 Sonu Sonu 🚵🏊🏌️🏋️🌾🏎️,13,13,194,https://www.threads.com/@sosonu5731?xmt=AQF0acYMK4sJGn2jJcHvDE94Jsb-9ncic__PWJnrM91pfzg,False,Pública,0,,,False,0,0,0
kemillysouza2004,,False,,0,fazendeeira.csv,2025-08-02,1,kemillysouza2004 15 15 324 324 7.498 7.498 kemilly Souza 🥰🥰🥰🥰 Destaques Destaques Destaques 🥰🥰🥰🥰 Destaques,15,15,324,,False,Pública,0,,,False,0,0,0
everaldo_barbosa05,,False,,0,fazendeeira.csv,2025-08-02,1,everaldo_barbosa05 65 65 697 697 7.508 7.508 Everaldo Barbosa Do Carmo Enprededor asistencia em manutenção de celures📱 solteiro hotmail.com e mais 1,65,65,697,https://www.threads.com/@everaldo_barbosa05?xmt=AQF0r73oFCA3ELLuUR5w5OJJY5ucBSjWim3yWBNARXHsH3I,False,Pública,0,,,False,0,0,0
ulissesjunior12,,False,,0,fazendeeira.csv,2025-08-02,1,ulissesjunior12 1 1 30 30 535 535 Ulisses junior,1,1,30,,False,Pública,0,,,False,0,0,0
giulyanne__,,False,,0,fazendeeira.csv,2025-08-02,1,giulyanne__ 12 12 613 613 304 304 Emilly Giulyanne 🤍 | Católica 🗺️ | MG.BA 💭 | O propósito da vida é viver! Emilly Giulyanne 🤍 | Católica 🗺️ | MG.BA 💭 | O propósito da vida é viver!,12,12,613,,False,Pública,0,,,False,0,0,0
guilherme_vieir4,,False,,0,fazendeeira.csv,2025-08-02,1,guilherme_vieir4 16 16 330 330 697 697 Guilherme Vieira BSB,16,16,330,https://www.threads.com/@guilherme_vieir4?xmt=AQF01KKcQNk6XAZXEkQ5tyE2S69XDV1-NbhXVXdVDLfllmI,False,Pública,0,,,False,0,0,0
yaasouzaaa_,,False,,0,fazendeeira.csv,2025-08-02,1,"yaasouzaaa_ 3 3 517 517 564 564 𝒚𝒂𝒔𝒎𝒊𝒎 𝒔𝒐𝒖𝒛𝒂 -𝑭𝒐𝒕𝒐𝒔, 𝒉𝒊𝒔𝒕𝒐́𝒓𝒊𝒂𝒔 𝒆 𝒇𝒍𝒐𝒓𝒆𝒔 𝒔𝒆𝒄𝒂𝒔 🌸📖 -𝑐𝑎𝑟𝑟𝑦𝑖𝑛𝑔 𝑎 ℎ𝑒𝑎𝑟𝑡 𝑡ℎ𝑎𝑡 𝑏𝑙𝑜𝑜𝑚𝑠 𝑙𝑖𝑘𝑒 𝑠𝑝𝑟𝑖𝑛𝑔 -💍 jw.org",3,3,517,https://www.threads.com/@yaasouzaaa_?xmt=AQF0aElQW53wcr0mHdvHLXpHO2rV0Ft7NQErQcV0gR-dnYg,False,Pública,0,,,False,0,0,0
_cauani_rocha_,,False,,0,fazendeeira.csv,2025-08-02,1,_cauani_rocha_ 1 1 985 985 477 477 CAUANI ROCHA,1,1,985,,False,Pública,0,,,False,0,0,0
pedromagno_7,,False,,0,fazendeeira.csv,2025-08-02,1,pedromagno_7 7 7 650 650 644 644 Pedro🪶 Abadia dos dourados.,7,7,650,https://www.threads.com/@pedromagno_7?xmt=AQF09FsRgRSlF7ZHboMqgRQarjvX3OQApsJre5q7K78-EdY,False,Pública,0,,,False,0,0,0
to.reis_,,False,,0,fazendeeira.csv,2025-08-02,1,to.reis_ 0 0 574 574 803 803 Tomás Agronomia - PUC 🇧🇷 GO,0,0,574,https://www.threads.com/@to.reis_?xmt=AQF0wRS88T7jWOiV-zCB2EIndbhgsjmwN01qh6FOAWOP9l0,False,Pública,0,,,False,0,0,0
jcjunior3535,,False,,0,fazendeeira.csv,2025-08-02,1,JC Júnior Sccp jcjunior3535 54 54 113 113 106 106 João Cláudio Sophya 💕 Pietra 💕,54,54,113,https://www.threads.com/@jcjunior3535?xmt=AQF0YjuuYdawcluRnnz7ORNUN321WB4FAeIT-UqasQf3SuA,False,Pública,0,,,False,0,0,0
marinezfigueredo,,False,,0,fazendeeira.csv,2025-08-02,1,marinezfigueredo 36 36 350 350 248 248 Marinez Figueredo Destaques Destaques Destaques Destaques Destaques Destaques Destaques Destaques Destaques Destaques Destaques Destaques Destaques Destaques,36,36,350,,False,Pública,0,,,False,0,0,0
annabia_araujo,,False,,0,fazendeeira.csv,2025-08-02,1,annabia_araujo 7 7 1.377 1.377 1.199 1.199 Bia 📍| MG • 23 🎓| Administração 💫| Seja a sua melhor versão Bia 📍| MG • 23 🎓| Administração 💫| Seja a sua melhor versão ✝️ 🏋🏽‍♀️ 💋 🐎 🌾 🌊 🎓 ✝️ 🏋🏽‍♀️ 💋 🐎 🌾 🌊 🎓,7,7,1377,,False,Pública,0,,,False,0,0,0
lizierogui,,False,,0,fazendeeira.csv,2025-08-02,1,lizierogui 11 11 1.070 1.070 1.670 1.670 Guilherme Liziero,11,11,1070,https://www.threads.com/@lizierogui?xmt=AQF0pjJTNV9IIQyMNZEthLX3j-3wWYP7hsl-IAM9nz7-RtQ,False,Pública,0,,,False,0,0,0
geovanalorrainne,,False,,0,fazendeeira.csv,2025-08-02,1,geovanalorrainne 0 0 6.921 6.921 809 809 geovana ㅤ,0,0,6921,,False,Pública,0,,,False,0,0,0
zhaixol,,False,,0,fazendeeira.csv,2025-08-02,1,zhaixol 0 0 15 15 3.145 3.145 ❌ ZHAIXOL ❌,0,0,15,,False,Pública,0,,,False,0,0,0
augusto_ferreia_da_silva_752,,False,,0,fazendeeira.csv,2025-08-02,1,augusto_ferreia_da_silva_752 39 39 197 197 897 897 Augusto terceiro3°ensino médio🧠📚📝🎓formatura👨🏻‍🎓medicina👨‍⚕agronomia👨‍🌾🇧🇷 operador de máquinas pesadas🚜piloto agrícola🌱🌾🚜 Augusto terceiro3°ensino médio🧠📚📝🎓formatura👨🏻‍🎓medicina👨‍⚕agronomia👨‍🌾🇧🇷 operador de máquinas pesadas🚜piloto agrícola🌱🌾🚜 🤘🏻🎬✈️💦🌱👍🏻🙅🏻‍♂️ 🚜💪🙅‍♂️ Destaques 🤠🚜🤪 piloto agrícola 🚜👍 os de Deus 🤠✌ 😎🚜🌾🙅‍♂️ eu 👍 😜👍 Destaques 😎🚜🌦🌱🌾🙅‍♂️ 🚀⌚🚜🌿🌦🌱🌾🙅‍♂️ 🤘🏻🎬✈️💦🌱👍🏻🙅🏻‍♂️ 🚜💪🙅‍♂️ Destaques 🤠🚜🤪 piloto agrícola 🚜👍 os de Deus 🤠✌ 😎🚜🌾🙅‍♂️ eu 👍 😜👍 😎🚜🌦🌱🌾🙅‍♂️ 🚀⌚🚜🌿🌦🌱🌾🙅‍♂️,39,39,197,,False,Pública,0,,,False,0,0,0
_llankewiczs_,,False,,0,fazendeeira.csv,2025-08-02,1,_llankewiczs_ 8 8 1.970 1.970 846 846 Rafaela Lankewicz sc 𝓐𝓶𝓸𝓻 𝓹𝓸𝓻 𝓬𝓪𝓿𝓪𝓵𝓸𝓼! Rafaela Lankewicz sc 𝓐𝓶𝓸𝓻 𝓹𝓸𝓻 𝓬𝓪𝓿𝓪𝓵𝓸𝓼! ℛ 𝓜𝔂 𝓱𝓸𝓻𝓼𝓮𝓼🌹 𝓟𝓵𝓪𝓬𝓮𝓼 ℛ 𝓜𝔂 𝓱𝓸𝓻𝓼𝓮𝓼🌹 𝓟𝓵𝓪𝓬𝓮𝓼,8,8,1970,,False,Pública,0,,,False,0,0,0
c.scamilla,,False,,0,fazendeeira.csv,2025-08-02,1,c.scamilla 3 3 637 637 155 155 Camila Silva 𝙲 ❤️ ㅤ✔️ 𝙲 ❤️ ㅤ✔️,3,3,637,,False,Pública,0,,,False,0,0,0
matheusinacio33,,False,,0,fazendeeira.csv,2025-08-02,1,,1537,1537,138000,,False,Erro inesperado,0,,,False,0,0,0
nataliaaleluiasilva341,,False,,0,fazendeeira.csv,2025-08-02,1,nataliaaleluiasilva341 32 32 1.282 1.282 1.093 1.093 Natália Silva ✨☺️ Criador(a) de conteúdo digital amor 👩‍❤️‍💋‍👨💍 Eu ❤️☺️ campanhas da agc Família🙌❤️ Filha ❤️😍 amor 👩‍❤️‍💋‍👨💍 Eu ❤️☺️ campanhas da agc Família🙌❤️ Filha ❤️😍,32,32,1282,,False,Pública,0,,,False,0,0,0
bruno_isac193,,False,,0,fazendeeira.csv,2025-08-02,1,bruno_isac193 19 19 572 572 456 456 Bruno Isac ... mais mais,19,19,572,,False,Pública,0,,,False,0,0,0
samuelra74,,False,,0,fazendeeira.csv,2025-08-02,1,samuelra74 151 151 1.709 1.709 3.949 3.949 Samuel Mota,151,151,1709,,False,Pública,0,,,False,0,0,0
carloshenrique_claudinocl,,False,,0,fazendeeira.csv,2025-08-02,1,carloshenrique_claudinocl 0 0 413 413 712 712 carlos henrique francisco claudino🔥🙌 o sucesso é a soma de pequenos esforços repetidos diariamente.💥🙏,0,0,413,https://www.threads.com/@carloshenrique_claudinocl?xmt=AQF0adq08QDTXNlHthaqbJ921HFOjb3V3R5JknJ-lP0ibGA,False,Pública,0,,,False,0,0,0
dedeuslucyana,,False,,0,fazendeeira.csv,2025-08-02,1,,224,224,1627,,False,Erro inesperado,0,,,False,0,0,0
lucasliberalinno,,False,,0,fazendeeira.csv,2025-08-02,2,"lucasliberalinno 1 1 2.579 2.579 977 977 Lucas Liberalino luz, camêra @ eco luz, camêra @ eco",1,1,2579,,False,Pública,0,,,False,0,0,0
